ID,Title,Price,Brand,Model,Year of Manufacture,Used,Transmission,Color Family,Mileage (in km),Body Type,Version,Description,Poster,Poster Type,Fuel Type,Location.2,Date Posted,name,retail,Post Age
CAR000289,Selling Used Honda Civic 2009 Sedan in Danao,380000,Honda,Civic,2009,Yes,Automatic,,61000,Saloon / Sedan,FD,"Good AC - super lamig Audio system:AM/FM, Single CD, USB Power Adjust Exterior mirror Power door locks Power windows Checked/Maintained/Tuned up by Honda Service Center Cebu on May 2019 New Aluminum rim 17"" Lady Driven most of the time every Sunday only",Marife Tenio,Individual,,Danao,05/07/2019,HondaCivic,1185000,27
CAR010089,Toyota Fortuner 2014 Diesel at 61000 km for sale,350000,Toyota,Fortuner,2014,Yes,Automatic,Black,61000,SUV,,"ONLY WHATSAP 09226073162 plate First owned Turbo diesel Matic tranny Thick tires 61,000 kilometers Lady driven Good as new Platinum tint New battery See to appreciate 100% hassle free Bring ur best mexhanic",salasnt,Individual,Diesel,Cebu City,28/06/2019,ToyotaFortuner,1607000,34
CAR000846,Mitsubishi Strada 2011 Automatic for sale,699000,Mitsubishi,Strada,2011,Yes,Automatic,,61500,Pickup / Truck,GLS sport,"Mitsubishi Strada GLS Sport model 2.5L Di-D engine Automatic transmission with 5 gear manual mode 4x4 high and low, 4x2 high Electric rear window Good condition, well maintained Excellent for family car as well as heavy duty truck Negotiable, extra discount if paid spot cash",Johannes,Individual,,Cebu City,27/06/2019,MitsubishiStrada,1165000,35
CAR005556,2nd Hand Hyundai Accent 2014 for sale in Cebu City,410000,Hyundai,Accent,2014,Yes,Manual,Red,62000,Saloon / Sedan,,SACRIFICE CAR FOR SALE P410K Lady owned Hyundai Accent hatch 2014 CRDI turbo diesel Manual transmission Color: veloster red 17inch mags and tires(changed last year) Orig mobis shark antenna With car accessories Steering control rain visor Orig orcr Updated registration Legal papers CONTACT 09273652563 Rfs: bought new car.,chamber janagap,Individual,Diesel,Cebu City,03/07/2019,HyundaiAccent,790000,29
CAR008138,Mitsubishi Montero Sport 2011 for sale,725000,Mitsubishi,MonteroSport,2011,Yes,Automatic,Red,62000,SUV,,Mitsubishi Montero Sport 2011 Automatic Used for sale. The Mitsubishi Montero Sport runs on Diesel and has a promo price of PHP 725000. You will be hard pressed to find better value for your money elsewhere.,BMW Dealer Cebu,Dealer,,Cebu City,24/04/2019,MitsubishiMonteroSport,1565000,99
CAR001925,Used Ford Focus 2012 Hatchback Automatic Gasoline for sale in Mandaue,350000,Ford,Focus,2012,Yes,Automatic,Blue,62024,Saloon / Sedan,,Rush!! Automatic Transmission 1.8L Gasoline engine Updated Registration Excellent running condition Newly painted,Danyaela Tam,Individual,Gasoline,Mandaue,28/06/2019,FordFocus,1278000,34
CAR014169,Toyota Hiace 2014 for sale,1218000,Toyota,Hiace,2014,Yes,Manual,White,62665,Van / Minivan / Minibus,,Toyota Hiace 2014 Manual Used for sale. The Toyota Hiace runs on Diesel and has a promo price of PHP 1218000. .,BMW Dealer Cebu,Dealer,,Cebu City,05/05/2019,ToyotaHiace,1605000,88
CAR004334,2009 Kia Sportage for sale in Cebu City,339000,Kia,Sportage,2009,Yes,Automatic,White,63000,SUV,,"For Sale:2009 Kia Sportage Automatic CRDI Diesel 1st Owner Kia Sportage 2009 Local Unit/Not Surplus Good Running Condition Automatic Transmission Can use also Manual mode +/- 2.0 Crdi Diesel 4x2 very Fuel Economy ODO 63T HELPING A FRIEND CALL THE OWNER (09430009957) All Power,Window,Steering,mirror Cental locking Remote Key with alarm CD /mp3 player/Aux Cod Aircon Air bag Alloy rims Fog Lamps Clean inside and Out Complete Legal Papers Nothing To Fix Ready To Use Free Full tank if Dili mo Hangyo WE ACCEPT FINANCING Php:339,000 only Call:09430009957",James,Individual,Diesel,Cebu City,06/07/2019,KiaSportage,1545000,26
CAR004335,2009 Kia Sportage for sale in Cebu City,339000,Kia,Sportage,2009,Yes,Automatic,White,63000,SUV,,"For Sale:2009 Kia Sportage Automatic CRDI Diesel 1st Owner Kia Sportage 2009 Local Unit/Not Surplus Good Running Condition Automatic Transmission Can use also Manual mode +/- 2.0 Crdi Diesel 4x2 very Fuel Economy ODO 63Tkm HELPING A FRIEND CALL THE DIRECT OWNER TEL: (09430009957) All Power,Window,Steering,mirror Cental locking Remote Key with alarm CD /mp3 player/Aux Cod Aircon Air bag Alloy rims Fog Lamps Clean inside and Out Complete Legal Papers Nothing To Fix Ready To Use Free Full tank if Dili mo Hangyo WE ACCEPT FINANCING Php:339,000 only",James,Individual,Diesel,Cebu City,06/07/2019,KiaSportage,1545000,26
CAR004336,Selling Kia Sportage 2009 Automatic Diesel in Cebu City,349000,Kia,Sportage,2009,Yes,Automatic,White,63000,SUV,,"For Sale:2009 Kia Sportage Automatic CRDI Diesel HELPING A FRIEND! CALL DIRECT OWNER:(09430009957) =1st Owner =Kia Sportage 2009 =Local Unit/Not Surplus =Good Running Condition =Automatic Transmission Can use also Manual mode +/- =2.0 Crdi Diesel 4x2 =very Fuel Economy =ODO 63Tkm =All Power,Window,Steering,mirror =Cental locking =Remote Key with alarm =CD /mp3 player/Aux =Cod Aircon =Air bag =Alloy rims =Fog Lamps =Clean inside and Out =Complete Legal Papers =Nothing To Fix =Ready To Use Free Full tank if Dili mo Hangyo WE ACCEPT FINANCING Php:349,000 only",James,Individual,Diesel,Cebu City,06/07/2019,KiaSportage,1545000,26
CAR003570,Black Honda Civic 2010 Automatic Gasoline for sale,398000,Honda,Civic,2010,Yes,Automatic,Black,63607,Saloon / Sedan,,Honda Civic V 2010 Automatic Used for sale. The Honda Civic runs on Gasoline and has a promo price of PHP 398000. .,BMW Dealer Cebu,Dealer,,Cebu City,24/06/2019,HondaCivic,1185000,38
CAR003297,Used Honda City 2013 for sale in Mandaue,390000,Honda,City,2013,Yes,Manual,Brown,64000,Saloon / Sedan,,"2DIN Stereo All Power Remote/Alarm MAGS Rain Visor Very Thick Tires Casa Records Cebu Unit First Owned 64,000 km Mileage ACCEPTS TRADE IN AND FINANCING Come Visit Us at Autoline Display Center North Road, Jagobiao Mandaue Cebu Across Jagobiao Brgy. Hall (about 200 meters away from ABS CBN Cmpd) Mondays - Saturdays 8:00AM to 6:00PM",Tokyo,Individual,Gasoline,Mandaue,29/06/2019,HondaCity,828000,33
CAR004978,Isuzu Alterra 2013 Manual Gasoline for sale in Cebu City,599000,Isuzu,Alterra,2013,Yes,Manual,Pearlwhite,64000,SUV,,"09193672844 09566305886 Php599k neg. Make: Isuzu alterra Model Year: 2013 Engine: 3.0 iteq Transmission: manual Type of Fuel: Diesel Color: Pearl white Current Mileage (Km): 64k orig. Plate number YKG671 Updated registration 2019-2020 Papers: complete Address: Punta Labangon, CEBU CITY",davo bryan Patilano,Individual,Gasoline,Cebu City,25/06/2019,IsuzuAlterra,1528000,37
CAR005069,Selling Isuzu Alterra 2012 Manual Diesel in Talisay,649000,Isuzu,Alterra,2012,Yes,Manual,Pearlwhite,64000,SUV,,"09193672844 09566305886 Make: Isuzu Alterra Model Year: 2012 Engine: 3.0 iteq Transmission: manual Type of Fuel: Diesel Color: Pearl white Current Mileage (Km): 64k orig. Plate number YKG671 Updated registration 2019-2020 Papers: complete Address: Punta Labangon, CEBU CITY NOTE: GOOD AS BRAND NEW INSIDE AND OUT",Jovy,Individual,Diesel,Talisay,18/06/2019,IsuzuAlterra,1528000,44
CAR005671,Hyundai H-100 2013 Manual Diesel for sale in Mandaue,590000,Hyundai,H-100,2013,Yes,Manual,White,64000,Van / Minivan / Minibus,,"Well Maintained Stereo Dual Aircon Casa Records Very Thick tires 64,000 kms Mileage ACCEPTS TRADE IN AND FINANCING Come Visit Us at Autoline Display Center North Road, Jagobiao Mandaue Cebu Across Jagobiao Brgy. Hall (about 200 meters away from ABS CBN Cmpd) Mondays - Saturdays 8:00AM to 6:00PM",Autoline,Dealer,Diesel,Mandaue,29/06/2019,HyundaiH-100,790000,33
CAR012435,Selling Used Toyota Fortuner 2009 in Mandaue,535000,Toyota,Fortuner,2009,Yes,Automatic,Beige,64000,SUV,,"Automatic Transmission 2.7 Vvti Gas 64tkms First Owned Dual Airbags Cd/Mp3 Leather Seats Central Lock Fog Lamps Mag Wheels Well Maintained In SUPERB Running condition NO Hassles &amp; Good to GO Fresh In &amp; Out 100% NO Flood &amp; Accident history Downpayment: ₱160,500.00 Monthly Ammortization: 1 Year: ₱36,201.67 2 Years: ₱20,597.50 3 Years: ₱15,396.11 FAST &amp; EASY FINANCING OPEN FOR TRADE IN",Cinco Alas,Dealer,Gasoline,Mandaue,28/06/2019,ToyotaFortuner,1607000,34
CAR013026,Used Toyota Altis 2008 Manual Gasoline for sale in Mandaue,280000,Toyota,Altis,2008,Yes,Manual,Silver,64000,Saloon / Sedan,,Lady driven Mileage is 64000 km Price negotiable Casa maintained Casa records All power All original Very well kept Very fresh in and out,Rowen Llego,Individual,Gasoline,Mandaue,22/06/2019,ToyotaAltis,961000,40
CAR014671,2011 Subaru Forester 2.0 4x4 AT,500000,Subaru,Forester,2011,Yes,Automatic,Silver / Grey,64000,SUV,2.0 4x4,,Toyota Cebu - Pre Owned Vehicles,Dealer,Gasoline,Cebu,02/04/2019,SubaruForester,1348000,121
CAR008790,Selling White Nissan X-Trail 2011 Automatic Gasoline at 64966 km,450000,Nissan,X-Trail,2011,Yes,Automatic,White,64966,SUV,,Nissan X-Trail 2011 Automatic Used for sale. The Nissan X-Trail runs on Gasoline and has a promo price of PHP 450000. . All power All stock,BMW Dealer Cebu,Dealer,,Cebu City,26/05/2019,NissanX-Trail,1534000,67
CAR000323,2nd Hand Chevrolet Sail 2017 Manual Gasoline for sale in Talisay,330000,Chevrolet,Sail,2017,Yes,Manual,White,65000,Saloon / Sedan,,2017 Chevrolet Sail 1.3 First owned Cebu unit Registered until 2020 Manual transmission Very well maintained Very fuel efficient Dual airbag Keyless entry All stock 4 new tires Nothing to fix 65k mileage Price: 330k slightly negotiable For viewing pls contact: 0-9-2-3-9-0-5-2-7-4-5,vinchaun,Dealer,Gasoline,Talisay,08/07/2019,ChevroletSail,791888,24
CAR002169,2nd Hand Ford Ranger 2015 at 65000 km for sale in Lapu-Lapu,698000,Ford,Ranger,2015,Yes,Manual,Blue,65000,Pickup / Truck,,"1st Owner, Automatic Voice command Manual Transmission w/ a powerful 2.2-liter DuraTORQ TDCI turbo diesel engine with 143 hp running a decent 15Kms/L ! Clean papers, Test Drive 2 Appreciate ! &nbsp;Very Smooth Electronic Power Assisted Steering Fortified w/ ultra-high strength steel, ABS Brakes &amp; 7 SRS airbags gives your family layers of protection Forward Collision Warning, uses smart sensors to help you avoid a collision or reduce impact speed Very Well Kept &amp; Maintain, Clean In/out, Kinis Paint !!! Practical, Pang Pamilya ug Pang-Negosyo at it’s BEST ! Ok Financing 12 - 36 mos payable, 20-30% downpayment Call / txt us today",cartets trading,Dealer,Diesel,Lapu-Lapu,21/06/2019,FordRanger,1032000,41
CAR006314,Hyundai Tucson 2012 for sale,635000,Hyundai,Tucson,2012,Yes,Automatic,Black,65000,SUV,,Hyundai Tucson 2012 Automatic Used for sale. The Hyundai Tucson runs on Diesel and has a promo price of PHP 635000. You will be hard pressed to find better value for your money elsewhere.&nbsp;,BMW Dealer Cebu,Dealer,,Cebu City,24/04/2019,HyundaiTucson,1448000,99
CAR007982,Mitsubishi Montero Sport 2012 for sale,745000,Mitsubishi,MonteroSport,2012,Yes,Automatic,White,65000,SUV,,Mitsubishi Montero Sport 2012 Automatic Used for sale. The Mitsubishi Montero Sport runs on Diesel and has a promo price of PHP 745000. &nbsp;You will be hard pressed to find better value for your money elsewhere,BMW Dealer Cebu,Dealer,,Cebu City,31/05/2019,MitsubishiMonteroSport,1565000,62
CAR006129,Hyundai Grand Starex 2008 for sale,599000,Hyundai,GrandStarex,2008,Yes,Automatic,Grey,65854,Van / Minivan / Minibus,,Hyundai Grand Starex 2008 Automatic Used for sale. The Hyundai Grand Starex runs on Diesel and has a promo price of PHP 599000. .,BMW Dealer Cebu,Dealer,,Cebu City,16/05/2019,HyundaiGrandStarex,2060000,77
CAR005549,2011 Hyundai Grand Starex for sale in Cebu City,595000,Hyundai,GrandStarex,2011,Yes,Automatic,White,66000,Van / Minivan / Minibus,,2011 Grand Starex CRDi Swivel Seats Automatic trans Cebu unit First owner 66k plus mileage Good running conditions Negotiable for interested buyer No hidden issues Bring your best mechanic Call/text 0917 six three five zero one seven nine,Esp,Dealer,Diesel,Cebu City,03/07/2019,HyundaiGrandStarex,2060000,29
CAR006397,Black Lexus Es 350 2013 at 66188 km for sale,1475000,Lexus,Es350,2013,Yes,Automatic,Black,66188,Saloon / Sedan,,Lexus ES 350 2013 Automatic Used for sale. The Lexus ES 350 runs on Diesel and has a promo price of PHP 1475000.,BMW Dealer Cebu,Dealer,,Cebu City,28/06/2019,LexusEs350,4308000,34
CAR002373,Ford Ranger 2014 for sale,988000,Ford,Ranger,2014,Yes,Automatic,Orange,67183,Pickup / Truck,,"Ford Ranger 2014 Automatic Used for sale. The Ford Ranger runs on Diesel and has a promo price of PHP 988000. . You will be hard pressed to find better value for your money elsewhere. This is a bargain you cannot afford to miss, so get in touch today.",BMW Dealer Cebu,Dealer,Diesel,Cebu City,16/05/2019,FordRanger,1032000,77
CAR013791,Selling Silver Toyota Hilux 2011 Manual Diesel,790000,Toyota,Hilux,2011,Yes,Manual,Silver,67190,Pickup / Truck,,Toyota Hilux 2011 Manual Used for sale. The Toyota Hilux runs on Diesel and has a promo price of PHP 790000. . All power All stock,BMW Dealer Cebu,Dealer,,Cebu City,31/05/2019,ToyotaHilux,829000,62
CAR014166,Toyota Avanza 2016 for sale,628000,Toyota,Avanza,2016,Yes,Automatic,Silver,68938,MPV / AUV,,Toyota Avanza 2016 Automatic Used for sale. The Toyota Avanza runs on Gasoline and has a promo price of PHP 628000. .,BMW Dealer Cebu,Dealer,,Cebu City,05/05/2019,ToyotaAvanza,731000,88
CAR004300,Selling 2nd Hand Kia Sportage 2009 in Cebu City,340000,Kia,Sportage,2009,Yes,Automatic,Beige,69000,SUV,,Rush Sale 2009 Kia Sportage Diesel Automatic Transmission Very tipid Clean inside and out Very cold Aircon Low mileage 69k 1st owner OFW Very negotiable upon viewing Please contact me directly 09171288474,Emman Go,Dealer,Diesel,Cebu City,08/07/2019,KiaSportage,1545000,24
CAR004531,Kia Sportage 2009 Automatic Diesel for sale in Mandaue,360000,Kia,Sportage,2009,Yes,Automatic,Silver,69000,SUV,,RUSH SALE Kia Sportage 2009 Automatic CRDi Turbo Diesel Top of the Line 69k mileage Casa Maintained Fresh inside and out Lady driven With brandnew tires Negotiable upon viewing Contact 0942-292-0598 or 0917-128-8474,mg,Individual,Diesel,Mandaue,23/06/2019,KiaSportage,1545000,39
CAR008158,2009 Mitsubishi Montero for sale,490000,Mitsubishi,Montero,2009,Yes,Automatic,Silver,69000,SUV,,2009 Mitsubishi Montero Automatic transmission 69 T K M S S U P E R Fresh in and out with Roof rails Smooth shifting no delays Superb engine no oil leaks 100% not flooded Ice cold A C Ready for long drive Complete Legal Documents,shippo,Individual,Diesel,Cebu City,21/04/2019,MitsubishiMontero,1499000,102
CAR013766,Toyota Fortuner 2014 for sale,1068000,Toyota,Fortuner,2014,Yes,Automatic,Black,69000,SUV,,Toyota Fortuner 2014 Automatic Used for sale. The Toyota Fortuner runs on Diesel and has a promo price of PHP 1068000. . all power all stock,BMW Dealer Cebu,Dealer,,Cebu City,31/05/2019,ToyotaFortuner,1607000,62
CAR015349,2002 Honda CR-V 2.0 4x2 AT,299000,Honda,CR-V,2002,Yes,Automatic,Silver / Grey,69000,SUV,2.0 4x2,"The 2002 Honda CR-V with an Automatic transmission is for sale in Philippines. This vehicle runs on Gasoline engine and is priced at 299000. You will be hard pressed to find better value for your money elsewhere. This is a bargain you cannot afford to miss, so get in touch today.

If you are interested to inquire on this listing just send a message using the contact seller form found on this page or call the seller directly. Please mention Carmudi when you contact the seller.

Disclaimer:
Vehicles in the listings are not owned by Carmudi.com.ph. Thus, all transactions done will be between the buyer and the third-party seller only.

Carmudi.com.ph either collects the images and vehicle specifications or uses the information given by its clients. Although considered accurate at the time of publication, take note that the information in the listings may change without prior notice, as Carmudi.com.ph regularly updates them.

We encourage you to report any inaccuracies by clicking the Report Listing button found on this page.",Alba Auto Sales,Dealer,Gasoline,Mandaue,31/05/2019,HondaCR-V,1668000,62
CAR004079,Honda CR-V 2012 for sale,668000,Honda,Cr-V,2012,Yes,Automatic,White,69685,SUV,,Honda CR-V 2012 Automatic Used for sale. The Honda CR-V runs on Gasoline and has a promo price of PHP 668000. .,BMW Dealer Cebu,Dealer,,Cebu City,05/05/2019,HondaCr-V,1668000,88
CAR000639,Chevrolet Captiva 2010 at 70000 km for sale,500000,Chevrolet,Captiva,2010,Yes,Automatic,White,70000,SUV,,"pls contact 09499910375 for more details, price is still negotiable. this vehicle is properly maintained by the owner. (lady driven) Reason for selling: upgrade. sports utility vehicle 2010 model chevrolet captiva diesel A/T transmission Excellent running condition Original spare key Third row seats Leather seats Reverse camera with sensors Fog lamps All Power All Original 100% not flooded 100% no history of accidents Mechanic Inspected LTO Verified 100% CLEAN PAPERS!",angeli cadorna,Individual,Diesel,Lapu-Lapu,24/06/2019,ChevroletCaptiva,1313888,38
CAR000847,Selling 2nd Hand Mitsubishi Strada 2011 in Cebu City,750000,Mitsubishi,Strada,2011,Yes,Automatic,Brown,70000,Pickup / Truck,,"Mitsubishi Strada GLS Sport model 2.5L Di-D engine Automatic transmission with 5 gear manual mode 4x2 high, 4x4 high and low Electric rear window Good condition, well maintained Excellent for family car as well as heavy duty truck Negotiable, extra discount if paid spot cash Reason for sale: going back abroad",Johannes,Individual,,Cebu City,27/06/2019,MitsubishiStrada,1165000,35
CAR001656,Ford Everest 2011 Manual Diesel for sale in Liloan,500000,Ford,Everest,2011,Yes,Manual,Black,70000,SUV,,"RUSH FOR SALE FORD EVEREST 2011 MT first owned lady owner cebu plate all power, windows steering side mirror lock keyless entry equiped with dual airbags driver and passenger anti theft system with immobilizer/ transponder key original paint , wala masilia bisan gamay no rust no dents no wobble no rattle no blow by very smooth and silent engine 2.5 turbo crdi diesel engine runs 14 to 15km/ liter of diesel fuel original price on receipt 1.7M including interest from bank fully paid and complete documents priced at 500k and still very neg pa loud and nice horn executive look and very spacious ride try to compare and prove to yourself that it is the lowest price you can get happy viewing folks",skyactive,Individual,Diesel,Liloan,04/07/2019,FordEverest,1581000,28
CAR003329,Selling 2nd Hand Honda Civic 2009 Automatic Gasoline at 70000 km in Danao,380000,Honda,Civic,2009,Yes,Automatic,Black,70000,Saloon / Sedan,,"*Good A/C - super cool *Audio: AM/FM, 1-CD Player, 1-USB port *Keyless power door lock *Power window *Power side mirror adjust *Power alarm system *Casa Maintained and just maintained/checked/tuned - up by Honda Service Center, Cebu City *Lady driven, mostly used during Sunday *Cleaned papers",DioMaryFaer,Individual,Gasoline,Danao,29/06/2019,HondaCivic,1185000,33
CAR004474,2008 Kia Sportage for sale in Lapu-Lapu,338000,Kia,Sportage,2008,Yes,Automatic,Black,70000,SUV,,"- 2008 Lady driven Kia Sportage Top variant running 70T+ kms - Very Practical &amp; Economical Quite CRDi Diesel Engine - 1 liter of Diesel = 12 -15 kms running - Automatic 4WD TRANSMISSION w/ ALL Power OPTIONS ! Like Power Window, Steering, Lock - Original JVC CD &amp; AUX car Stereo - Chrome Accessories - Dual SRS Airbag &amp; ABS Braking system - Very Well Kept &amp; Maintain Inside out - Good Running Condition &amp; Good A/C - Super Kinis Paint No accident - Good Underchassis - Ready to GO ! - Pyter sa baha ug saka sa bukid Test Drive 2 Appreciate BEST ! Practical Choice, Economical &amp; Cheap to maintain Price P338K Negotiable We accept Trade in or Car Loan Financing 30% Downpayment payable 12 - 36 mos",Michael Flores,Dealer,Diesel,Lapu-Lapu,28/06/2019,KiaSportage,1545000,34
CAR004537,Kia Sportage 2010 Automatic Diesel for sale in Cebu City,397000,Kia,Sportage,2010,Yes,Automatic,Black,70000,SUV,,#NAME?,VM Autoplace Mabolo,Dealer,Diesel,Cebu City,22/06/2019,KiaSportage,1545000,40
CAR007587,Selling Used Mitsubishi Adventure 2014 at 70000 km in Cebu City,568000,Mitsubishi,Adventure,2014,Yes,Manual,Grey,70000,MPV / AUV,,Power Steering Leather seats Power windows With built-in back up camera Cebu unit Family used Price negotiable,Jose,Individual,Diesel,Cebu City,24/06/2019,MitsubishiAdventure,0,38
CAR010430,White Toyota Fortuner 2014 at 70000 km for sale in Cebu City,870000,Toyota,Fortuner,2014,Yes,Manual,White,70000,SUV,,"2014 Fortuner White color. VNT intercooler Turbo. 4X2 Diesel. Manual Transmission. All Power. Family used and in excellent running condition, Negotiable. contact owner 09266662943.",kim,Individual,Diesel,Cebu City,14/07/2019,ToyotaFortuner,1607000,18
CAR011073,Selling Toyota Fortuner 2013 Automatic Diesel in Cebu City,800000,Toyota,Fortuner,2013,Yes,Automatic,Black,70000,SUV,,"2013 Toyota Fortuner 1st own Automatic Casa màintained 4x2 all options, GPS, headlight washer, leather seats Very nice FJcruiser mags Sub-woofer See to appreciate",Ray Lariosa,Individual,Diesel,Cebu City,09/07/2019,ToyotaFortuner,1607000,23
CAR011536,Selling Blue Toyota Revo 2000 Manual Gasoline at 70000 km in Lapu-Lapu,205000,Toyota,Revo,2000,Yes,Manual,Blue,70000,MPV / AUV,,FOR SALE Blue All power All stock Fresh in and out nothing fix,CarBud AutoTrading - Teodulfo Parreno III,Dealer,,Lapu-Lapu,04/07/2019,ToyotaRevo,0,28
CAR012334,Toyota Innova 2012 Manual Diesel for sale in Talisay,580000,Toyota,Innova,2012,Yes,Manual,Red,70000,MPV / AUV,,"D4d 2.5 j Toyota innova manual diesel, thick tire, good running condition, cold AC, all stock original, negotiable upon viewing,09333670771",rich,Dealer,Diesel,Talisay,28/06/2019,ToyotaInnova,1025000,34
CAR012600,Toyota Innova 2013 at 70000 km for sale in Cebu City,475000,Toyota,Innova,2013,Yes,Manual,Beige,70000,MPV / AUV,,complete legal papers all in very good condition negotiable after viewing call 09494504994 Casa maintained Casa records All power All original Very well kept Very fresh in and out,guille casquejo,Dealer,Diesel,Cebu City,27/06/2019,ToyotaInnova,1025000,35
CAR012903,2010 Toyota Vios for sale in Lapu-Lapu,288000,Toyota,Vios,2010,Yes,Manual,Blue,70000,Saloon / Sedan,,"- 1st owner CASA maintain 2010 Toyota Vios E - Top Variant of 1.3L class - Very Economical 1.3 Liter Engine - Manual TRANSMISSION w/ Toyota’s Pride Variable Valve Timing Fuel Efficient &amp; Economical Engine - Loaded w/ ALL Power OPTIONS like Power Window, Steering &amp; Lock - SRS Airbag &amp; ABS for more safety - Original CD/AUX car Stereo - Very Well Kept &amp; Maintain - A1 Condition &amp; Good A/C - Kinis Paint, Newly Change Oil &amp; Filter Test Drive 2 Appreciate Best ! Practical &amp; Economical choice ! Price Php288,000 negotiable Almost Hassle Free 3 days Financing process payable 12 or up to 30 mos. 30% Down payment",cartets trading,Dealer,Gasoline,Lapu-Lapu,24/06/2019,ToyotaVios,662000,38
CAR012942,Used Toyota Fortuner 2009 at 70000 km for sale,680000,Toyota,Fortuner,2009,Yes,Automatic,Silver,70000,SUV,,For sale!!! Accept trade in and financing 2009 model Toyota fortuner V 4x4 Diesel engine Low mileage 1st owner Cebu unit DVD stereo Leather seat Hid foglamp Hid headlights Very good condition 680k only neg. Accept trade in and financing 30% Downpayment 09328790700 09176304644,dondik monterola,Dealer,Diesel,Consolacion,23/06/2019,ToyotaFortuner,1607000,39
CAR013434,Selling 2nd Hand Toyota Fortuner 2007 in Cebu City,600000,Toyota,Fortuner,2007,Yes,Automatic,Black,70000,SUV,,Used by lady driver and in condition even for its age. all power all stock fresh in and out nothing fix,Tristan Santos,Individual,Diesel,Cebu City,19/06/2019,ToyotaFortuner,1607000,43
CAR014351,2011 Toyota Vios for sale,290000,Toyota,Vios,2011,Yes,Manual,Red,70000,Saloon / Sedan,,"Vios 2011 year model in good running condition, with complete papers, price is negotiable. All power",Henry,Individual,Gasoline,Cebu City,21/04/2019,ToyotaVios,662000,102
CAR019357,2008 Kia Sportage 2.0 4x2 AT,348000,Kia,Sportage,2008,Yes,Automatic,Brown,70000,SUV,2.0 4x2,"^^^ Kia Sportage 2008 a/t ^^^ * 2008 Lady driven, Cebu Unit Kia Sportage Limited 4WD & Automatic Transmission * Compact SUV * SMELLS & LOOKS GOOD inside out ! * Top of the Line ALL POWER options * 2.0 Liter CRDi Diesel Engine w/ 150 Horsepower output * Very Economical 1 liter of diesel = 12 -15 kms running * Very Practical & Economical Choice * Leather seats * Original CD / AUX Stereo * Alloy Magwheels * A1 Condition No Accident * SuperKinis & Clean inside out * Easy to Drive & Maintain Test Drive to Appreciate Best Ok Financing 12 up to 30 mos. payable 30% DOWNpayment Easy Hassle free 3 days loan processing Just sign papers w/ requirements! Dont wait, Dont hesitate. Contact  

The 2008 Kia Sportage with an Automatic transmission is for sale in Lapu-Lapu. This vehicle runs on Diesel engine and is priced at 348000. You will be hard pressed to find better value for your money elsewhere. This is a bargain you cannot afford to miss, so get in touch today.

If you are interested to inquire on this listing just send a message using the contact seller form found on this page or call the seller directly. Please mention Carmudi when you contact the seller.

Disclaimer:

Vehicles in the listings are not owned by Carmudi.com.ph. Thus, all transactions done will be between the buyer and the third-party seller only.

Carmudi.com.ph either collects the images and vehicle specifications or uses the information given by its clients. Although considered accurate at the time of publication, take note that the information in the listings may change without prior notice, as Carmudi.com.ph regularly updates them.

We encourage you to report any inaccuracies by clicking the Report Listing button found on this page.",Cartets Trading &amp; Motor Parts - Michael Fl...,Dealer,Diesel,Cebu,01/06/2019,KiaSportage,1820000,61
CAR013329,Sell 2nd Hand 2008 Toyota Corolla Altis at 70400 km in Cebu City,280000,Toyota,CorollaAltis,2008,Yes,Manual,Black,70400,Saloon / Sedan,,"Toyota Corolla Altis 1.6 E 2008 year model manual transmission all power all stock 70,400 km untampered mileage complete original legal documents updated registration nothing to fix good running condition price: 280k (slightly negotiable) contact #s: 09287941520//09420129388",lloyd jerome,Dealer,Gasoline,Cebu City,20/06/2019,ToyotaCorollaAltis,961000,42
CAR008696,Selling 2nd Hand Nissan Navara 2015 Manual Gasoline at 70989 km in Cebu City,760000,Nissan,Navara,2015,Yes,Manual,White,70989,Pickup / Truck,,2015 Nissan Navara NP300 EL 4WD MANUAL Transmission unit is in cebu city. Gkan na sa 780k karn 760k nlng pls contact ako globe 09155368064,Jon chua,Individual,Gasoline,Cebu City,21/06/2019,NissanNavara,919000,41
CAR002952,Selling White Honda Cr-V 2007 in Mandaue,425000,Honda,Cr-V,2007,Yes,Automatic,White,71000,SUV,,"Automatic transmission Cebu Unit Mileage of 71t kms Gasoline as fuel Power Mirror Power Window Power Steering Mag Wheels Central Locking Spacious Compartment CD/AM/FM Stereo Cold Aircon Dual SRS Airbag 5-seater In SUPERB Running condition NO Hassles &amp; Good to GO Fresh In &amp; Out 100% NO Flood &amp; Accident history Downpayment: ₱127,500.00 Monthly Ammortization: 1 Year: ₱28,758.33 2 Years: ₱16,362.50 3 Years: ₱12,230.56 FAST &amp; EASY FINANCING OPEN FOR TRADE IN",Cinco Alas,Individual,Gasoline,Mandaue,08/07/2019,HondaCr-V,1668000,24
